Title,Year_x,Certificate,Duration,Genre_x,Rating,Metascore_x,Director_x,Cast,Votes,Description,Review Count,Review Title,Review,Poster,Year_y,Rated,Genre_y,Runtime,Plot,Actors,Metascore_y,Director_y,imdbRating,imdbVotes,Awards,Country,Language,BoxOffice
Bombshell,2021.0,A,109.0,"Biography, Drama",6.8,64.0,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow","127,120",A group of women take on Fox News headRoger Ailesand the toxic atmosphere he presided over at the network.,523,The movie was great,"For those writing bad reviews because they are Trump supporters, you knew what movie was going to be about. This movie was fantastic. Charlize Theron definitely deserves an Oscar for her portrayal of Megyn.","https://m.media-amazon.com/images/M/MV5BZjlhOWE3YjktY2MzOC00ZmQ1LWIwNjgtZmVhZmFjZGExMzgyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",2019,R,"Biography, Drama",109 min,A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,"Charlize Theron, Nicole Kidman, Margot Robbie",64,Jay Roach,6.8,"128,768",Won 1 Oscar. 26 wins & 63 nominations total,"Canada, United States",English,"$31,762,808"
The Boondock Saints,2021.0,A,108.0,"Action, Crime, Thriller",7.6,44.0,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco","250,980",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,875,A true original,"This film had the sad history of being blackballed in the United States due to the incident at Columbine...which is a real shame, because it is a treasure...written and directed by Troy Duffy, Boondocks is set in Boston...it is the story of fraternal twin Irish boys (Connor and Murphy McManus) who work in a meat packing plant...when their friend, Doc, is being stiff armed by the Russian Mafia, the boys and their friends step in to help...and away we go! Two of the most interesting characters in the film are played by veteran actor William Dafoe, and a newcomer to the silver screen, David Della Rocco. Dafoe's character is Paul Smecker, a gay FBI agent specializing in organized crime...Rocco plays an Italian Mafia package boy who is a close friend to the Irish brothers...the central theme of the film is the indifference of good men...Connor and Murphy are not indifferent, and after helping their friend, Doc, the two embark on a crusade to rid the streets of Boston of criminals...with the assistance of their comical and zany friend, Rocco...This film had positive elements on all sides...humor...a moral message...and incredible actors...you will no doubt find yourself repeating the many memorable quotes from the film...I am a woman, and not at all into your typical ""shoot 'em up"" guy films...this is not another one of those films...it has become an underground ""cult"" sensation...See it...you will not be disappointed!","https://m.media-amazon.com/images/M/MV5BNTliMTg0ZTgtNTJiYi00MjFkLThhYTUtNDAwNTliMmVkNjVkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg",1999,R,"Action, Crime, Thriller",108 min,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus",44,Troy Duffy,7.6,"252,909",N/A,"United States, Canada","English, Spanish, Papiamento, Russian, Latin","$30,471"
Live Free or Die Hard,2021.0,UA,128.0,"Action, Thriller",7.1,69.0,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q","421,025",John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,616,"This movie is not only ""Die Hard"" x 4...","...but literally a quadruple serving of awesome ""Die Hard"" action.My girlfriend and I saw ""Live Free Or Die Hard"" at a premiere screening last night at Radio City Music Hall. The place holds about 5,000 seats and it was packed. With an 8:30 start, we got to our seats by 7:30. The movie didn't begin until 9:30!!! Guess who was late?Julie and I are not particularly big 'Die Hard' fans. And having to catch a train home from Grand Central station at a certain time, we both agreed that if the movie was sub-par, we would split early to get home earlier.So finally the lights go down around 9:20 and out comes Bruce Willis. He respectfully apologized and then started jazzing up the audience for the film. The excitement was palpable as the crowded theater whooped it up with Bruce shouting ""Are you ready!!!"" Well, Julie and I were, as we got swept up in the excitement and cheered aloud as if we were at the ball game. Even the couple next to us, I'd say they were about in their late sixties, dressed very 'proper', were just as energized. The movie starts and a mere few minutes in, the action explodes. By twenty minutes into the film, Julie and I were sold. Who cares what time we're gonna get home!? I have not had this much fun at the movies since I can't remember when. I have always loved summer movies, but only the ones that deliver the goods. The action sequences are top shelf, 21st century movie making brilliance. These explosive scenes are a seamless composite of fantastic, real world stunt work, and exceptional CGI. Hands down, they make the film. And for an action movie with 'die hard' in the title, I'd say that was the point.It was awesome watching this film with so many people because it was like riding a gigantic roller coaster, with everybody having a shared, hair raising experience. People were cheering like when Luke blew up the Death Star. The humor throughout was just right. By the end of the film, our senses were stunned as we dizzily made our way out of the theater, thoroughly entertained.Excellent summer movie! Well done Bruno and crew!","https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_UY209_CR1,0,140,209_AL_.jpg",2007,PG-13,"Action, Thriller",128 min,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,"Bruce Willis, Justin Long, Timothy Olyphant",69,Len Wiseman,7.1,"423,618",3 wins & 16 nominations,"United States, United Kingdom","English, Italian, French","$134,529,403"
Freaky Friday,2021.0,U,97.0,"Comedy, Family, Fantasy",6.3,70.0,Mark Waters,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould","152,879","An overworked mother and her daughter did not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",278,"What, me cry?","Look . . . I'm mainly into sci-fi, fantasy, action-thriller, and special effects movies (i.e. Matrix, LOTR, Identity, Star Wars, etc.) and generally try to avoid chic flicks and warm-fuzzy feel-good movies.  After watching the current Freaky Friday starring Jamie Lee Curtis and Lindsay Lohan now I understand why.See, I'm a guy, and guys don't cry, well, that's what we've been told.  On top of that I'm 48 years old so I'd better have my maturity act together. So, what happened?  Besides laughing my butt off at the truly funny scenes (my wife and I caught a few stares from other movie-goers), I had to strain every muscle in my body to keep from bawling like a, no, it can't be true .. . girl.I might have to consult a therapist (Jamie Lee can certainly fill that role anytime) to understand why this movie had such a profound effect on my emotions.  Maybe it's because my parents never really understood me (I certainly understand them now) or maybe it's because I have a couple daughters and I've rarely tried to put myself in their shoes.  This movie accomplished that for me, big time . . . the ultimate exercise in empathy.
The interaction between mother and daughter was superbly acted and very believable especially with the switched roles.  Moreover, the supporting characters, from the little brother, to the fiancÃÂ©, to the grandfather, to even the detention monitor at the school were also outstanding and made this story a real winner.I can honestly say that this is in my top 20 favorite movies of all time and I will most certainly buy the DVD when available.  I can't believe I've been saying all this about a movie way out of my usual genre but here it is, in writing.  Please watch this movie, and then tell me I'm not losing it. Enjoy!","https://m.media-amazon.com/images/M/MV5BMGRkYzI0MjAtNzY2Ni00MTlkLWFjMjItMDQyODQ2NjYzYmRlXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_UX140_CR0,0,140,209_AL_.jpg",2003,PG,"Comedy, Family, Fantasy",97 min,"An overworked mother and her daughter did not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.","Jamie Lee Curtis, Lindsay Lohan, Mark Harmon",70,Mark Waters,6.3,"155,009",5 wins & 11 nominations,United States,"English, Mandarin","$110,230,332"
Summer School,2021.0,U,97.0,"Comedy, Romance",6.6,30.0,Carl Reiner,"Mark Harmon, Kirstie Alley, Robin Thomas, Patrick Labyorteaux","22,190","Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.",74,One of the greatest 80s teen comedies ever made,"While John Hughes seems to have the monopoly on 80s teen comedies, anyone who loved Ferris Bueller etc... should check out this Carl Reiner masterpiece. Great writing, flawless direction and perfect performances from the lead roles help this film portray summer, school, (as you could guess from the title)and teenage rebellion with charm and wit. Mark Harman is widely considered to have made his name on his looks, but the performance he gives in Summer School is one of a comedy master, with subtle hints of a father figure who never grew up himself. A timeless feel-good classic.two thumbs up.","https://m.media-amazon.com/images/M/MV5BYTllNDllODAtOTVkOC00NGYzLWFkMTItZGY2YThlMWM3YWM2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",1987,PG-13,"Comedy, Romance",97 min,"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the...","Mark Harmon, Kirstie Alley, Robin Thomas",27,Carl Reiner,6.6,"22,567",1 nomination,United States,English,"$35,659,098"
Hotel Transylvania,2021.0,UA,91.0,"Animation, Adventure, Comedy",7.0,47.0,Genndy Tartakovsky,"Adam Sandler, Kevin James, Andy Samberg, Selena Gomez","281,659","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",204,Very enjoyable experience,"I gave this a complete 10 because both the wife and I (as well as the other movie-goers -going by their reactions) thoroughly enjoyed it from the beginning to the very end.Was it predictable? Of course. Its an animation geared towards children (what would you expect?) -but like most of the animation movies of today, there were quite a few 'hidden humor' spots as well which would be completely missed by the younger audience (not unexpected since it is the adults, after all, who are forking over the bread and it doesn't hurt to keep THEM entertained as well). The movie is fairly fast-paced and the animation well done. I'm usually a little apprehensive when I've harbored good expectations from a movie based on clips/previews, but in this case I felt it truly delivered. This one will be added to our library when it (eventually) hits the shelves. Too many people look for a great amount of depth and unpredictability in animation movies -but THAT is a bit unrealistic (no pun intended) -think about it: These things USED to be called CARTOON MOVIES for a reason. They weren't intended to fit that kind of expectation. They ARE intended to be fun -and this movie is just that: FUN.","https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_UY209_CR0,0,140,209_AL_.jpg",2012,PG,"Animation, Adventure, Comedy",91 min,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.","Adam Sandler, Kevin James, Andy Samberg",47,Genndy Tartakovsky,7.0,"287,390",2 wins & 15 nominations,"United States, Canada",English,"$148,313,048"
Zoolander,2021.0,UA,90.0,Comedy,6.5,61.0,Ben Stiller,"Ben Stiller, Owen Wilson, Christine Taylor, Will Ferrell","292,332","At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.",518,A Classic of the Idiot Genre,"Since Zoolander was released, I think I can safely say that it's become one of the most popular dumb comedies of the past ten years (a decade that was all too saturated with dumb comedies). Maybe it's the tongue-in-cheek attitude, or the clever writing, or the fact that it's immensely quotable (""I'm pretty sure there's more to life than being really, really, ridiculously good looking""). But whatever it is, it makes for a terrifically fun movie.Ben Stiller is Derek Zoolander, three-time male model of the year, whose brainpower never quite caught up to his really, really ridiculous good looks. After losing his title to up-and-coming model Hansel (he's so hot right now), played by a Zen-ed out Owen Wilson, and the death of three of his model friends in a tragic gasoline fight accident, he goes on a quest to find his purpose in life. Turns out, his purpose in life is as the face of Mugatu (Will Ferrel with the world's best hair)'s new Derelicte fashion campaign--or so he's led to believe.The plot is not strong. The characters are not fleshed out. But Ben Stiller keeps Derek's stupidity hysterical instead of irritating, and the rest of the cast adds gimmick after gimmick to keep things running. (Come on, the coal mines of New Jersey? Tell me that's not funny.)","https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_UY209_CR0,0,140,209_AL_.jpg",2001,R,Comedy,90 min,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia.","Ben Stiller, Owen Wilson, Christine Taylor",61,Ben Stiller,6.5,"296,416",1 win & 11 nominations,"Germany, United States, Australia",English,"$45,172,250"
Adoration,2021.0,R,112.0,"Drama, Romance",6.2,37.0,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville","36,739",A pair of childhood friends and neighbors fall for each other's sons.,97,A Superb Chick Flick for Grannies!,"This lovely movie was based on Doris Lessing's short story ""The Grandmothers"". I just saw the premiere at Sundance and absolutely loved it. Supposedly inspired by a true story, it's about two mothers who really like their son's best friend (their best friend's son) And that tag line is what you'll hear all about. Oh, the horror. I imagine middle age male reviewers will not particularly like this movie, though gay men will most likely love it. But it's a film about women--their friendships, husbands, relationships, sons and lovers. It's directed by Anne Fontaine, a French woman (which explains the exorbitant number of scenes with smoking cigarettes, and an insanely un-American story concept that young men might be attracted to older women.) It's beautifully crafted (gorgeous cinematography) and has intelligent editing (watch for the skillful matched cuts that ""age"" the characters). The performances are all around great. Robin Wright is amazing--it's an Oscar caliber performance, however, the film probably won't get a large enough release to be on the radar for awards (sort of like poor John Hawkes not getting nominated for ""The Sessions"", what was the Academy thinking?) Of course, setting the movie in Australia means the other main character is the location. Tanned surfing teenage boys with model-beautiful mothers in bikinis, cowabunga mate (and significantly less handsome husbands and admirers, thankfully not shown in Speedos.)There was laughter in the screening in places unexpected by the director, but this was probably just anxious laughter by viewers unaccustomed to thinking about middle aged women having sexual and emotional interest in younger men. Actually, I felt the laughter lightened up the viewing experience, and made the characters more human (okay, so I laughed and cried in this movie, but I never laughed at it.) At almost every story point where an expected turn would happen (if following Hollywood development script notes) the writer took what I call the ""elegant decision"" and pleasantly surprised me. This is all around superb filmic story telling. Brilliant performances, intelligent and gentle direction, spectacular scenery, highly professional technical craftsmanship, and (for most of us, I expect) new emotional territory. It's a great film. I truly hope you get to see it.","https://m.media-amazon.com/images/M/MV5BYmU0ZjU2YmMtZWEzZC00MmU2LWE3ZGMtMGZlNmNhMzdlNDlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR2,0,140,209_AL_.jpg",2008,R,"Drama, Romance",100 min,"For his French-class assignment, a high school student weaves his family history in a news story involving terrorism, and goes on to invite an Internet audience in on the resulting controversy.","Devon Bostick, Rachel Blanchard, Louca Tassone",64,Atom Egoyan,6.3,"3,503",3 wins & 9 nominations,Canada,"English, French, Hebrew","$294,244"
Desperado,2021.0,A,104.0,"Action, Crime, Drama",7.1,55.0,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin","197,950",Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,226,Extremely likable action movie.,"Sharp knives, big guns, awesome fights, great dialog, wonderful characters and Selma Hayek looks better then ever. These are just a few reasons why I like this movie.""Desperado"" is more than an action movie. It has tons of fun in it which makes the movie extremely likable to watch. The action is way over the top but it works very well since the movie obviously doesn't take itself serious. It's fun and cool to watch at the same time.""Desperado"" is a kind of movie that really needs no story and basically there isn't really any. All the fun characters, dialog and action sequences make you forget that there isn't really a story. The Quentin Tarantino cameo is especially entertaining and so are almost every Mexican bad guy that are all in one way or another over the top.A must see, in my opinion.9/10http://bobafett1138.blogspot.com/","https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",1995,R,"Action, Crime, Drama",104 min,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,"Antonio Banderas, Salma Hayek, Joaquim de Almeida",55,Robert Rodriguez,7.1,"199,305",1 win & 5 nominations,"United States, Mexico","English, Spanish","$25,405,445"
Dunki,2021.0,UA,160.0,"Comedy, Drama",6.6,,Rajkumar Hirani,"Taapsee Pannu, Ryan Cretney, Priya Sindher, Ketan Desai","73,978","When his friends in Punjab struggle to clear the immigration process, an ex-soldier guides them on a risky journey to enter the UK without permission.",433,Cult Masterpiece by Rajkumar Hirani,"Just witnessed the magic of RajkumarHirani. Finally, a film after a long wait that will make you laugh louder and it makes me cry so much. Prepare for a rollercoaster of emotions, belly laughs and tear jerking heartbreak await.Rula Dene wala INTERVAL.1st half - Laugh of loud comedy & before interval a heartbreaking moment that make u cry.2nd half - It was shown what problems they face and how they face the problems & in a Patriotic feel which give u a goosebumps.SRK is just brilliant. And VickyKaushal is show stealer. Have no words to describe him. He will stop your heart for a momentA Complete family entertainer.","https://m.media-amazon.com/images/M/MV5BMzQ0NDRhNmItYzllYS00NDdlLTk0YTctZDQ5YmFkYjdkNDcyXkEyXkFqcGdeQXVyNTYwMzA0MTM@._V1_UY209_CR9,0,140,209_AL_.jpg",2023,Not Rated,"Action, Adventure, Comedy",160 min,"When his friends in Punjab struggle to clear the immigration process, an ex-soldier guides them on a risky journey to enter the UK without permission.","Taapsee Pannu, Ryan Cretney, Priya Sindher",N/A,Rajkumar Hirani,6.5,"77,946",4 wins & 24 nominations,India,Hindi,"$7,460,159"
A Bigger Splash,2021.0,R,125.0,"Drama, Music, Thriller",6.4,74.0,Luca Guadagnino,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson","32,977",A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected visit of an old friend and his daughter.,87,Dreadful,"I'm clearly in the minority here, but I absolutely hated this movie. Every character were annoying and not likable at all. I'm not really sure what the point of the movie was. I kept thinking it would get better the longer I stayed, but it didn't. The only redeemable thing about this movie was the lovely Tilda Swinton, and her beautiful wardrobe. Sadly, with no voice in the movie, she was still the most exciting character to watch.Dakota Johnson (or her character at least) was just horrible. Tried to come off as young and sexy, but was just boring and dull. I don't really know if she is a talented actress because of the roles she has chosen as of late.Either way, I do not recommend this movie to anyone!","https://m.media-amazon.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_UY209_CR1,0,140,209_AL_.jpg",2015,R,"Drama, Music, Thriller",125 min,A famous rock star's vacation in Italy with her boyfriend is disrupted by the unexpected visit of an old friend and his daughter.,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes",74,Luca Guadagnino,6.4,"33,625",4 wins & 19 nominations,"Italy, France, United States","English, Italian, French","$2,024,099"
"Honey, I Shrunk the Kids",2021.0,U,93.0,"Adventure, Comedy, Family",6.4,63.0,Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland","166,621",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,98,"Ridiculous, cute, and fun family entertainment","This is a fun movie for the entire family. Well, of course, it's ridiculous but the kids will love it and you can laugh right along with them.The absurd tale revolves around around a nutty scientist & dad named Wayne Szalinski who is working on a machine to miniaturize objects. When his two kids plus their two neighbouring friends (the Thompsons) wander into his lab, Wayne inadvertently shrinks the four of them. Then he accidentally tosses them out in the garbage, so the poor kids have to brave the dangers of the lawn to get back to the house. And can the well intended but crazy scientist figure out how to bring the youngsters back to full size again? (Personally, my favourite aspect of the movie is the nutty father.)The story has plenty of adventure and danger as the teensy weensy younguns brave the perils of the jungle (actually their lawn). They face thunderstorm like risks of potentially drowning in the lawn sprinkler or being attacked by giant ants, bees, & other bugs. Not to mention the lawn mower!Avoid the TV series of the same name, but this movie has some good family messages involving the two sets of parents (the Szalinskis & the Thompsons) as well as the kids. And of course there's lots of hilarity and adventure. It should be rated higher than it is and fully deserved its popularity at the time. This film put the phrase 'Honey, I shrunk (or whatever) the kids' into people's everyday vocabulary!","https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY209_CR0,0,140,209_AL_.jpg",1989,PG,"Adventure, Comedy, Family",93 min,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,"Rick Moranis, Matt Frewer, Marcia Strassman",63,Joe Johnston,6.4,"168,382",Won 1 BAFTA Award2 wins & 10 nominations total,"United States, Mexico",English,"$130,724,172"
