"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Tigerland","1961.0","A","101.0","Drama, War","6.9","55.0","Joel Schumacher","Colin Farrell, Matthew Davis, Clifton Collins Jr., Tom Guiry","43,390","A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.","158","Not really a war movie.","I thoroughly enjoyed this movie, but it is nothing new.Everyone here is grouping it with other war movies, this movie has been miscategorized! Its not a war movie any more than ""One flew over the cuckoos nest"" is a asylum movie or ""Cool Hand Luke"" is a prison movie. This is a movie about individuality, nonconformity, self-confidence and the costs of that personality type.The plot is the same as ""One flew over the Cuckoos nest"" and ""Cool Hand Luke"", its in GOOD company, and it holds its own. Its these movies it should be held up against and compared, not ""Apocalypse Now"" or ""Platoon"".Eric","https://m.media-amazon.com/images/M/MV5BMDNjYTBkYjItY2NhNC00ZTVjLWFjNmEtY2FmMTBmODMyNjdhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg"
"Scorned","1961.0","R","100.0","Drama, Thriller","5.2","","Andrew Stevens","Andrew Stevens, Shannon Tweed, Kim Morgan Greene, Daniel McVicar","2,040","A vengeful widow is out to seduce the relatives of the man she blames for her husband's death.","20","Shannon Tweed at her best......a definite A+.","The first time I seen this movie, I was overwhelmed at how great Shannon Tweed acted.  I mean, she literally became Amanda.  This wasn't the usual B-movie.  The story was written in a way so, if you toned down the sex and put A-list talent in the roles, it could be a successful major motion picture.  Shannon Tweed stars as Amanda, a woman whose husband just committed suicide.  He was extremely disappointed he didn't get the promotion he so valiantly strived for.  Instead it went to his biggest rival, played by Andrew Stevens.  Amanda decides to get even by posing as a tutor, coming to help the man's son do better in school.  She puts on her insatiable feminine charms, and slowly weaves a web of seduction over the entire family.  She makes sure the wife can't interfere by drugging her liberally; she sleeps with the son, and afterwards sleeps with the father (while the son is watching, mind you, and she KNEW he was watching). Of course this makes the son turn on his father.  The ending is quite good too, and the way it ended made you actually want to cheer for Amanda!  Even though she was the ""villain"" in this movie, she's the ""good"" villain.  A well-written story, given the limitations of the cast.  Shannon Tweed carries this flick, so I give it an A+.  See it the next time it's on in your part of town.","https://m.media-amazon.com/images/M/MV5BNjg1NzU2NjQtOWI2MC00NWUxLWExNzEtNDJmNzMwNGNkMTEyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Sydney","1961.0","R","102.0","Crime, Drama","7.1","78.0","Paul Thomas Anderson","Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson","54,971","Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.","179","a first-time filmmaker very well on his way...","Paul Thomas Anderson's first film, Sydney (titled 'Hard Eight' by the distributors), has a story, but its more concerned about the characters, and how these actors play them. Like its inspiration, Jean-Pierre Melville's Bob le Flambeur, understanding who these people are in this seedy, desperate environment, is the key. The script is intelligent, and contains a truth that isn't found in most ""off-beat"" crime films. In fact, the crimes in the film, while not without the importance to the story, is secondary to how these people are around one another, the courtesy, the un-said things, the mishaps, and the truths. In tune with Melville, the film is decidedly European- the story is quite leisurely, almost too much so, but in the characters Anderson has created and fleshed out he has people we can care about.Philip Baker Hall, in a towering performance of professionalism (he's one of those great character actors who practically wears the years of his life on his face, not to sound pretentious about it), is the title character of Sydney. He offers Jimmy (John C. Reilly, believable in a role seemingly more like himself than his Reed Rothchild in Anderson's Boogie Nights) a cigarette and a cup of coffee, and then finds out through the conversation his mother's passed on. He offers up an intricate, but rewarding, way of making money in a casino without laying down a card (the slots, and a different scheme). Flash ahead two years later (awesome transition, by the way) where Jimmy is with Clementine (Gwyneth Paltrow, a good performance). Things seem to be going alright all around, except that Jimmy has a violent (shown off-screen, of course) run-in, and needs Sydney's help. But there's another secret that has yet to be told.All the little details of the story are accentuated by a directorial style that is usually peerless, and the tracking shots that have become paramount in Anderson's films (i.e. opening of Boogie Nights, walking through TV studio in Magnolia) are as smooth and interesting as anything from Scorsese. The Vegas Muzak is a touch that adds, like with Melville, a cool kind of touch not at all un-like film-noir. It's actually a thin line that Anderson is walking; how to make the Melville story's elements (an aging gambler past his prime, watching over the young people in their own messes, seeing the old turn to new) as one's own. I think he's achieved that in the film with a sense of sincerity with the characters dialog with each other. Perhaps Sydney has a different agenda than just being friendly. But Anderson wisely allows Hall to make the right choices with just certain facial expressions, what isn't said that counts. And the scenes with Samuel L. Jackson bring out the kind of intensity, sometimes quiet sometimes not, that hallmark his best performances. Maybe not a masterpiece, but it certainly isn't the work of an amateur, assured in his own script as a director, and in the strengths of his four key players.","https://m.media-amazon.com/images/M/MV5BMmExNDIzY2ItOTNjNS00NmE1LTk4MmQtNzI2MTUyYTE1ODE1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Yi yi","1961.0","","173.0","Drama, Romance","8.1","94.0","Edward Yang","Nien-Jen Wu, Elaine Jin, Issei Ogata, Kelly Lee","28,499","Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.","104","utterly compelling","Admittedly, I was a little skeptical that this long and fairly slow-moving movie would be able to hold my attention throughout its 173 minute running time - how wrong I was to be skeptical! Yi Yi is a thoroughly captivating film that I enjoyed immensely, and I completely enjoyed every moment of it. The director's technique of filming a lot through windows and at wide angles gives it an almost voyeuristic feel, but this doesn't alienate the viewer, instead it gives the feeling you're watching real lives unfold, a kind of privileged 'fly on the wall' style, and the 'slice-of-life' term often used to describe Yi Yi is appropriate. The film manages to balance humor, sensitivity, and emotion. It's beautifully shot, sensitively directed, and incredibly well acted by all involved. It sounds like a cliche to say it, but it is one of those movies that has everything: cute kids, family dysfunction, reminisces of decisions made in the past, regret, love, hope, and beauty. It's an uplifting piece of filmmaking but also tinged with sadness, very human, and utterly absorbing.","https://m.media-amazon.com/images/M/MV5BZDNkMGUyYzUtNjM0ZC00NDM2LWE5ZjEtMjliNzIxMmMzZThhXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Caged Heat","1961.0","","80.0","Action, Comedy, Drama","5.3","67.0","Jonathan Demme","Juanita Brown, Erica Gavin, Roberta Collins, Ella Reid","2,998","In a women's prison, a group of inmates band together to combat the repressive and abusive policies of the crippled female warden and the corrupt prison doctor.","32","The Biggest Waste of Time Since My Last Blind Date (Harelip, Clubfoot)","I just purchased ""Caged Heat,"" partly as a result of ""reviews"" that I read, here. Are you people ON drugs, or something? Are YOU substance abusers? All I can say is, AFTER watching it, I GOT ROBBED!!! It cost me $13.24 to buy the DVD, I feel like using it as a frisbee, now! WHAT, you get the distinct impression I didn't like the movie? Let me put it like THIS: If Ed Wood's, ""Plan 9 From Outer Space,"" were pitted against Jonathan Demme's, ""Caged Heat,"" for Best Picture of the Year, Ed Wood would walk off with the statuette, with Bela Lugosi on one arm, and Tor Johnson on the other! I don't care IF Leonard Maltin gave ""Caged Heat"" two-and-a-half stars, in his Movie & Video Guide. In the Special Features portion of the DVD, Maltin interviews the legendary Roger Corman (he refused to finance ""Caged Heat,"" but he did distribute it), and Maltin kisses his posterior, up-one-side-and-down-the-other! Folks, I'm here to tell you that Leonard Maltin is a whore! IF you want to learn about BAD acting, BAD writing, BAD directing, BAD production values, BAD musical scoring, BAD sound, BAD cinematography, BAD costumes (WHAT costumes, the prison inmates ALL wear civilian clothes!) and BAD everything else, BUY or RENT (RENT is better!), ""Caged Heat."" I absolutely LOVE (ADORE!!!) Barbara Steele (she plays Warden McQueen), but she embarrassed herself by appearing in this insane piece of crud! NO STARS!!!","https://m.media-amazon.com/images/M/MV5BZGY2YzliN2ItYzM1MS00MjVlLWFhNDYtODE1NzI2ZjJmYjdjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Maya","1961.0","","91.0","Adventure, Family","6.3","","John Berry","Clint Walker, Jay North, I.S. Johar, Sajid Khan","413","An American boy runs away in the Indian jungle after a fight with his father.","18","Action that tears the screen apart","Set in the Indian Land........ the story is about the relationship of a father and his son. Jay North (dennis the Mennace fame) arrives in India on a mission. The mission is to meet his father , a retired hunter(played by Clint walker). After an argument the 14 year old son runs away from home. A teenager full of the spirit of adventure, wants to explore the land . He then meets an Indian Hindu bay, about his age. The Hindu boy is the son of a dying saddu(Indian priest). The Saddhu tells his boy to take MAYA ( Mother elephant) and Her sacred white , baby elephant to the scared temple in a far away valley. In India the white elephants are considered Holy and hence , Invaluable. The story weaves a plot where a friendship develops between two young boys.... a friendship that transcends race, religion and all cultural differences. On the other hand the Hunter father sets off to find his son. The saga takes us through an array of human emotions..... love, hate , greed , honesty and loyalty. Since the movie was shot in 1965, it used real animals and no camera effects. In a scene, the elephant picks up the bus and throws it at the villains to save its baby.The shot is remarkable. The tiger fight of Clint walker , at the end of the movie is breath taking considering there were no camera tricks nor animation. The music of the film is amazing. Maya also won the southern Californian family film award in 1966. This is a complete family movie. The values which we still hold true in todays world. A must see!!!","https://m.media-amazon.com/images/M/MV5BYWFlZWIxN2EtOTM5OC00YWI5LTg5N2YtYzY3ZmQ4MTBjOTM3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Celebrity Sex Tape","1961.0","","87.0","Comedy","2.9","","Scott Wheeler","Jack Cullison, Howard Cai, Jonathan Brett, Colbert Alembert","2,990","When a group of nerds leaks a washed-up celebrity's sex tape, the publicity revives the actress' career and other Hollywood rejects want to star in the guys' next ""production.""","12","Kept me laughing to the end...","The movie was awesome, far from boring, i'm not an expert on directing and producing but the script and crew was original, every actor fitted their part and there wasn't any over acting. I like the nerd turn porn star thing, its just not reality but its original. I will definitely watch this movie again in all honesty. The directing to me was brilliant, the script flowed. The nerds are definitely actors on the come up, Colbert Alembert acting to me was excellent, he portrayed a nerd in its true form and the wardrobe all fitted the script. It just proves that it is possible to make a good film on a not very large budget, all it takes is to put some serious thought into the script,casting, producing and directing. I just couldn't leave to go to the John, it kept me laughing to the end, cool dudes.","https://m.media-amazon.com/images/M/MV5BMjE5MTMzODk2MF5BMl5BanBnXkFtZTgwNjcwMjQ5MDE@._V1_UY209_CR4,0,140,209_AL_.jpg"
"Last Exit to Brooklyn","1961.0","","102.0","Drama","6.8","62.0","Uli Edel","Jennifer Jason Leigh, Stephen Lang, Burt Young, Peter Dobson","6,972","Set in Brooklyn during the 1950s against a backdrop of union corruption and violence. A prostitute falls in love with one of her customers. Also a disturbed man discovers that he is homosexual.","57","All But The Sickest Critics Justifiably Panned This Movie","When this was released, I thought this was one of the most profane films ever made. However, thanks to Martin Scorcese and a few other filmmakers like him, there have been mainline films worse, language-wise, than this....but this is a pretty brutal assault on one's ears. Hey, I can take a lot of it, but this got ridiculous. In the first six minutes alone, I heard a half-dozen usage's of the Lord's name in vain plus an untold number of f-words. I wonder how many people walked out of the theater watching this in 1990? I couldn't have been the only one.Not surprisingly, some of the feature actors included Jennifer Jason-Leigh, Burt Young, Jerry Orbach and Rikki Lake. Since this film, Stephen Lang seems to have improved his image, at least playing the Godly ""Stonewall"" Jackson in ""Gods and Generals."" Lang's role here is just the opposite: perhaps the worst trashy person in the film and a character who falls in love with a transvestite by the end of the film.Depressing, gloomy, semi-pornographic, repulsive: these are just a few of the adjectives people used - even some Liberal critics - in describing this story, which is painted even worse in the novel. Of course, some of the better-known critics, all extreme Libs, praised the movie. However, they were the only ones. Most critics were disgusted, as well almost all of the paying public. It's unbelievable that anyone could praise filth and garbage like this.Trust me on this: there are no good, likable characters in this entire movie. This is a mean, sick film: one of the worst of the ""modern era."" That is, unless you enjoy seeing child abuse, drug abuse, teen prostitutes, on and on - two straight hours of nothing but atrocities and just plain evil people. No thanks.","https://m.media-amazon.com/images/M/MV5BN2ZhZWVlODQtN2JiNS00MzkyLWE5MGQtZGE0NWI3ZDkwYWZmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Most Disturbed Person on Planet Earth II","1961.0","","188.0","Documentary, Horror","6.5","","Thomas Extreme Cinemagore","","82","A look at the world's most obscure, obscene and shocking electronic media documentation.","0","","","https://m.media-amazon.com/images/S/sash/i-t32yvKixg10fG.png"
"The Reef","1961.0","R","94.0","Adventure, Horror, Thriller","5.8","","Andrew Traucki","Damian Walshe-Howling, Gyton Grantley, Adrienne Pickering, Zoe Naylor","20,959","A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.","140","Solid acting and tense","Alright, so this is never going to win any Oscars, yet it was very entertaining.The character development was good, I actually cared for each person, which for me is a great indicator. If you can pull that off, it's got a bit of quality right there. Nothing felt fake or over/under done. The shark shots were real, no fake plastic models to be found! The movie was often pretty tense, i found myself literally on the edge of my couch. It was nice to hear the Aussie accents and it didn't feel ""americanised"" in any way. A great little movie with dedicated actors and a solid, scary story! Well done.","https://m.media-amazon.com/images/M/MV5BMTY2ODE3MjI3Ml5BMl5BanBnXkFtZTcwMjM4ODM4Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Priceless","1961.0","PG-13","97.0","Crime, Drama, Romance","6.0","41.0","Ben Smallbone","Joel Smallbone, Bianca A. Santos, David Koechner, Jim Parrack","4,150","A widower who's lost custody of his daughter finds himself unable to hold down a job. He agrees to drive a truck cross-country, no questions asked, but when he discovers the nature of his cargo, he is faced with a life-changing decision.","51","The other reviewers must have seen a different film","From many of the other reviews I was really expecting something special, I have just seen Lion and so my expectations might be a little high as that is a great film. What can I say? Not sure why the high scores from so many reviewers but I can only suspect they were simply adding their ""SHILLings"" to the mix and have no idea what they are talking about. Bad ""made for TV"" movie comes to mind, sub-par acting. No real depth to the characters, forgettable in every way with clichÃÂ© after clichÃÂ©. Bad Music, bad set pieces, lazy script. Hour and a half of my life i'll never get back. C'est la vie","https://m.media-amazon.com/images/M/MV5BMjA3MzU1MzU3N15BMl5BanBnXkFtZTgwODMwMDg2OTE@._V1_UY209_CR3,0,140,209_AL_.jpg"
"Ticks","1961.0","R","85.0","Horror, Sci-Fi","5.5","43.0","Tony Randel","Rosalind Allen, Ami Dolenz, Seth Green, Virginya Keehne","5,787","A group of troubled teenagers are led by social workers on a California wilderness retreat, not knowing that the woods they are camping in have become infested by mutated, blood-sucking ticks.","58","Lean and mean","I don't really understand the criticism about this film ; maybe if it had a 50 millions $ budget, everybody would find it ""cool""? Tony Randel did his best and the movie still boasts good production value despite the numerous troubles they had on the set. This one's mean, politically incorrect (no ""back-to-the-nature"" crap) and without the shoddy humour and cute one-liners everybody seems obliged to include in his horror just because Freddy said so (c.f. ""Nightwatchers""). I saw it three times with friends who enjoyed it as much as I did. And I don't care if some of the actors ended up in some moronic TV fodder for brainwashed teenagers. Not a great movie (unlike Brian Yuzna's ""Return of the living dead 3""), but strong, however.","https://m.media-amazon.com/images/M/MV5BZDg2ZTg0NTEtMTUzNC00YzRlLWIxZTctY2JjMTgzNzZkY2U0XkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_UY209_CR0,0,140,209_AL_.jpg"
"Ba wang bie ji","1961.0","R","171.0","Drama, Music, Romance","8.1","84.0","Kaige Chen","Leslie Cheung, Fengyi Zhang, Gong Li, You Ge","33,230","Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and endure some of the most troublesome times in China's history.","107","A fine movie, truly an epic.","I finally got a chance to see ""Farewell my Concubine.""  I'd been anxious to see it since its initial release in 1993.  It surprised me in its depth and technical skill.Three points make this film outstanding.  The first is the technical skill of the director and the luscious taste of the director of photography. The entire film is a feast for the eyes, taking full advantage of elaborate costumes and exotic locations.  The second strength is in the actual storytelling.  The plot is a fascinating tragedy, it feels almost Shakespearean.  The acting is nothing short of incredible.  Some of China's finest actors demonstrate their ability to carry a story that covers 52 years.  Normally, these two strengths alone would be reason enough to see a film, but ""Farewell my Concubine"" succeeds in satisfying one more category (the bain of any epic): historical accuracy.""Farewell my Concubine"" is exceptionally accurate in portraying the monumental changes that were sweeping China at the time.  The film doesn't just treat these events as background events, but drags them right into the plot and pins the characters into their surroundings.  This is interesting when you consider that the story takes place in the Peking Opera, not the most likely place for these events to have effect.  Instead, as we see the new China emerge, we watch these vestiges of old society fall, and the work of all involved make this transition an achievement to behold.  The power of this film was not missed by Chinese censors who banned, removed, and then banned the film again several times over -debating whether or not its artistic brilliance was worth subversive portrayals of suicide and homosexuality.  Unlike ""The Last Emperor,"" this film was made by Chinese film makers and is in tune with its subject.  I recommend this film highly!As one last note, the version I saw was a DVD containing the original 170 minute version of the film, in its wide-screen splendor.  From what I understand, the shorter versions released internationally deleted and shortened some opera scenes for fear that they would be lost on Western audiences.  Having no prior experience with any Peking Opera, I found the scenes fascinating and integral to appreciating the entire story.  Spend the extra time if you can.","https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
"The Children's Hour","1961.0","U","108.0","Drama, Romance","7.8","49.0","William Wyler","Audrey Hepburn, Shirley MacLaine, James Garner, Miriam Hopkins","18,452","A rebellious student at a girls' school accuses two teachers of lesbianism.","107","Ripe for re-release!","A 'classic' film, (whatever that may be), can almost never be re-made in quite the same way again.  It's something that we've thought about for quite a while, though - and noted filmmakers (including Gus Van Sant and Sydney Pollack) have tried and failed to re-make films to jazz up their appeal, and make them more accessible to a wider audience.  It's something that passed through my mind quite a few times as I watched ""The Children's Hour"" today. Quite clearly, this is a film that more people deserve to see and know about, and it would certainly be interesting to try and re-make it, but we would definitely lose something in the translation.The largest reason for this is because it is a film of a definite period - the issues raised in the film are widely discussed these days, whereas in the period the film was set, homosexuality was something to be feared and despised.  Similarly, we do not have the various elaborate codes of honour that are so prevalent in the film, and dictate the actions of almost all characters.  It's a pity, then, that this film will be alien to lots of people today.  The answer, however, is not in a re-make (the film is itself a re-make of a 1936 film by the same director called ""These Three"", and an adaptation of a play of the same name by Lillian Hellman), but a re-release of this fine example of moviemaking.Boasting a terrific cast including Audrey Hepburn, Shirley MacLaine and James Garner, ""The Children's Hour"" is the story of two teachers, Miss Dobie and Miss Wright, who found a school for young girls in an idyllic town in America.  Then, out of boredom, spite and plain maliciousness, a child tells a vicious lie that will bring about the downfall of the school, the teachers, and all caught up in the horrible set of affairs.  It is quite possible to see the creeping evil and hatred that stems from Mary, the child concerned (played wonderfully by Karen Balkin).  Eventually, it reaches out and destroys all it touches.The photography is great (it was nominated for an Oscar) - there are many scenes which are so wonderfully composed that each frame paints a thousand words: the climax of the movie is a great example.  The relationship between MacLaine and Hepburn is delicately and sensitively portrayed, especially for a cast who didn't know what they were doing (according to MacLaine in an interview for ""The Celluloid Closet"").  James Garner is also good in his role as the doctor about to marry Hepburn, although the movie is clearly not aimed at giving him the best lines.  There are also many, many superb supporting roles - and the film's strength comes from a great ensemble performance.It doesn't really matter what the child accuses the teachers of (indeed we only find out a good hour into the film, although it has been strongly implied), because the film isn't really about homosexuality.  As MacLaine points out in ""The Celluloid Closet"" (a cracking documentary about the history of homosexuality in the movies), it is about ""a child's accusation"". It is also about the power held by a town to bring about the downfall of two perfectly nice, perfectly ordinary young people.  The are lines in the film that one should never forget and it should also make us think about the way our words shape the situations in which we live: (""unnatural"" is a great example).All in all, a lovely film from director William Wyler (""Ben-Hur"", ""Roman Holiday"", ""Funny Girl""), and one that deserves to be seen by a wider audience - re-release, please!","https://m.media-amazon.com/images/M/MV5BNDRjYzQ4OTgtZjlmMC00ZmU2LThjYWMtNjYyM2M2NDk5NDc1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg"
