"Title","Year","Certificate","Duration","Genre","Rating","Metascore","Director","Cast","Votes","Description","Review_Count","Review_Title","Review","Poster"
"Carne trÃÂ©mula","2023.0","R","103.0","Drama","7.3","69.0","Pedro AlmodÃÂ³var","Liberto Rabal, Francesca Neri, Javier Bardem, ÃÂngela Molina","33,741","After leaving jail, VÃÂ­ctor is still in love with Elena, but she's married to the former cop -now basketball player- who became paralysed by a shot from VÃÂ­ctor's gun...","60","""Una Vida Sobre Ruedos""","One of Almodovar's favourite conceits is the use of old TV and movie images as ironic commentary on our modern lives.  He loves the sheer trashiness of those millions of hours of low-grade output and he likes to mimic 1950's sitcom formats (""Women On The Verge"") or to splice 'quotes' from old footage into his modern tales.  It's a device which he uses very effectively in this film.  When the gun is fired in the apartment, a shot rings out from the TV set in the corner.  The fake news item of the bus birth, in black and white to represent the drabness of Franco's Spain, is a loving recreation of TV's golden age.  Women are mannequins in these old TV shows, used by men as objects of prurient displays, and of violence.  Our mass media have drugged us, suggests Almodovar, into being passive recipients of authority's handouts.  We can no longer distinguish between entertainment and reality.  David confronts Victor and wounds him in the testicles, but the two enemies are immediately distracted by the soccer game on TV and become 'guys together', forgetting their hatred in the communal false orgasm of the scored goal.     Names are always important in Almodovar films, and in this one they hold the key to the story's many meanings.  Elena is Helen of Troy, the creature who radiates unconscious sexual appeal and leads men into war and destruction.  Victor Plaza's name contains several layers of symbolic importance.  He is the film's real victor, overcoming the misfortune of the shooting and his own sexual imbecility to attain true happiness in America. Many Spanish towns have a 'Plaza de la Victoria', a municipal tribute to the great historical sea triumph of Lepanto.  In this sense Victor's name makes him the personification of ordinary Spanish life, a hispanic Everyman. Isabel Plaza Caballero, the prostitute whose wretched short life becomes a saintly image of suffering and continuity, has the name of Spain's great Catholic queen and the title of a 'gentlewoman'.  For Almodovar there is no contradiction in a whore having nobility.  Sancho is a kind of Sancho Panza to David's Quixote, the latter idealistic but impotent, the former iconoclastic and comical.     Almodovar's trademark is the looping circular plot in which the characters both repeat and vary their patterns of behaviour, crossing one another's paths and inadvertently echoing the actions of others.  Nowhere is this better illustrated than here.  The plot is almost literally circular, beginning and ending with childbirth in a wheeled vehicle, and Victor's life-defining moment hinging on the circular bus ride which brings him back to the identical spot where he started, a payphone on the Calle Eduardo Dato.  The characters penetrate one another's lives in ways that are totally convincing, and with a grounding in human psychology which few writers or directors can display.     Opposites and contradictions are everywhere.  Victor is the prison convict, the sexual inadequate born of a prostitute on a bus, who rises to become an admirable man, sexually proficient, successful, and a loving husband and father.  Sancho the macho cop is a spiritual cripple, relying on alcohol to deaden the pain of his failure as a lover.  David the real cripple is a national sporting hero.  The mother is the whore, the charity director is the heroin addict and the naive lad is the jailbird.  The welcome mat on Clara's threshold is the cruellest of ironies.  Marriage and sexual coupling are the fabric of the story, but in fact everyone is cuckolded sooner or later.  David used to 'service' Clara, now Victor performs that function, and the 'manly' Sancho is sexually redundant.  Elena copulates with Victor at the dramatic climax, and we recall that it was a sexual encounter between these two which launched the whole story.     It is hard to watch Almodovar's work without thinking of Bunuel.  The adolescent preoccupation with the 'obscure object of desire' is a good example.  Almodovar is fascinated by the vagina, and over and over again in this film we see men's heads buried between women's legs.  Two boy children emerge from wombs, David performs oral sex on Elena in the bath, Victor studies Clara's pudendum, David approaches Elena's genitalia along his wheelchair ramp.  The great sloping twin towers of Madrid's Puerta de Europa form an architectural pun, a visual representation of a woman's open thighs. Victor's emotional speech at Isabel's burial site (apart from advancing the plot neatly) is one more image of a man's face in a woman's vagina, the grave being the ultimate womb.  This particular vagina brought Victor into the world, and through its immoral earnings it gave him the money to live.     The first Christmas in the film, like the First Christmas, happens in a very unpromising setting.  It is cold in Madrid in every sense.  The final years of Franco's joyless, oppressive reign are conveyed very effectively in a restrained palette of blacks, browns and greys.  A state of emergency has been declared by a faceless Authority, grown paranoid about the danger of 'outside influences'.  Victor has entered a drab and frightened world, with a bus driver as his reluctant Joseph.  By the close of the film Christmas has acquired its cheerful capitalist trappings.  This is a 'Christmas in the sun'.  Victor is in the young land of freedom and opportunity.  He has come of age and is now the complete man.  The future looks bright for the New David, father and son.","https://m.media-amazon.com/images/M/MV5BN2EwNDI5NjctZmMyNS00NzFlLTlkN2ItMzAwY2I0YTdkMzdjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
"I, Daniel Blake","2023.0","UA","100.0","Drama","7.8","78.0","Ken Loach","Dave Johns, Hayley Squires, Sharon Percy, Briana Shann","64,884","After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.","164","A wake up call for Tory Britain. Brilliantly satirises our hateful benefits system.","Ken Loach does it again.If you know Ken Loach (and importantly his writing partner Paul Laverty) you'll know I, Daniel Blake.It's a nightmare. A total nightmare. Life on poverty line Britain that is. And Loach hammers this home with gusto. He chooses Newcastle as his latest political landscape, partly because ""it's grim up North"" but also because, in my experience, Geordies are the salt of the earth; kind, lovable folks. And this is the main emotional driver of this nightmare. Daniel Blake is caught in a trap. A bureaucratic hell populated by ""computer says no"" mini Hitlers occupying mainly minor roles in the Jobseeker hell that is Tory Britain. In a bid to out 'scroungers' the system has eaten itself and is spitting out vulnerable pitiful fodder like Daniel (played deeply sympathetically by comedian Dave Johns. He'll never win an Oscar but this part was made for him) and the lovable but deeply vulnerable Katie (played equally well by Hayley Squires - Call the Midwife).He's had a heart attack and his doctors say he can't work but the Benefits Police say he has to go on jobseeker allowance and look for work or lose all entitlement to any money AT ALL.It's farcical.She's moved from a women's hostel in London because she can't afford a flat in London with her two children (one slightly miscast as a rather posh daughter, Daisy). She's having the same problems, only hers start from a tinpot Hitler chucking her out of the Job Centre for being late for her appointment.They bond. He helps her. She helps him. It's grim but deeply affecting. We then follow their shared struggle.In many ways this movie is like a Ken Loach Primer. It has all his usual trademarks and the 'working class people are good' message is laid on way too thickly.But.And it's a big but they are in a profoundly believable real-life drama and I found myself in tears (of collective shame?) three times during it.It certainly makes the reality of food banks in Britain very, very meaningful. I won't pass a collection point again if my conscience holds up.Everything that is good about Loach is in this film. In parts it's laugh out loud funny (but it's laughs of derision at our State). In parts it's deeply moving, even though some of the plot is verging on the ridiculous.But who cares. Ken Loach holds a mirror up to our frankly DISGUSTING society and mocks it.But he mocks it with the most vicious of venom. It feels real. Really real.It's a must see.","https://m.media-amazon.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Sijjin","2023.0","","100.0","Horror, Thriller","5.2","","Hadrah Daeng Ratu","Ibrahim Risyad, Anggika Bolsterli, Messi Gusti, Delia Husein","1,666","A young woman who uses black magic to threaten her cousin's wife.","5","Disappointed by Misrepresentation and Occult Themes","""Sijjin"" unfortunately did not resonate with me. As a Muslim, I found several aspects of the film deeply problematic.Firstly, the poster itself felt off-putting, with imagery that leaned heavily into dark and ominous vibes. It didn't entice me to delve deeper, instead raising concerns about the film's potential disrespect for my faith.Secondly, the inclusion of black magic as a central theme was a major turn-off. Black magic is strictly forbidden in Islam, and its portrayal in the film felt exploitative and sensationalized. This not only felt disrespectful but also inaccurate, failing to represent the true essence of Islamic beliefs and practices.While I cannot speak for everyone, I believe ""Sijjin"" missed the mark in its handling of sensitive religious themes. It would have benefited greatly from a more nuanced and respectful approach to Islam, both visually and narratively.","https://m.media-amazon.com/images/M/MV5BYWU2YjE0ZjctNmQ1Mi00NGVjLTlkNGEtNzJiMTYxNTE2NTdhXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY209_CR13,0,140,209_AL_.jpg"
"The Estate","2023.0","R","96.0","Comedy","5.2","37.0","Dean Craig","Toni Collette, Anna Faris, David Duchovny, Rosemarie DeWitt","5,064","Two sisters attempt to win over their terminally ill, difficult-to-please Aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea.","52","You don't need to","It was meant to be funny but isn't. Story is something you'd expect in a movie from 2008, all it's missing would be either Sandra bullock, Vince Vaughn or Owen Wilson. Some of the characters aren't really believable, maybe each on their own sure but not all of them altogether. Not really down to the actors playing them, more like how they're written. It isn't a movie that's made for you to believe, it's more just to wring a laugh out of you with an obnoxious plot, but unfortunately it isn't funny which makes the movie seem a bit senseless. Everything was over the top, supposed to be one of those movies you enjoy with your brain shut off, you could tell in the plot which scenes were supposed to be the funny ones with characters put in crazy situations but the dialogue doesn't deliver. The jokes don't land, and it doesn't really have any characters you could root for even though it's a movie were you have to pick sides but I couldn't care less for any of the family. It could have been written so much better, highly forgettable and I wouldn't recommend going to see it especially at the cinema, mine even had an extra sub-charge for this, yet a movie like like Armageddon Time didn't, yet was premiering the same night with a bigger cast. Don't bother, if you're still hellbent on watching though, I then suggest just wait for it to come out for streaming because it's not worth paying for and due to the lack of advertisement or buzz you don't have to worry about missing out on an under the radar gem.","https://m.media-amazon.com/images/M/MV5BYzdlYzEzZjEtYjU0MS00NTkyLWFiYmMtYzllNjE2ODE2OWZmXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_UY209_CR0,0,140,209_AL_.jpg"
"Spiando Marina","2023.0","","82.0","Thriller","4.4","","Sergio Martino","Debora Caprioglio, Steve Bond, Sharon Marino, Leonardo Treviglio","634","Hitman Mark's affair with a prostitute entangled with her pimp, a drug lord, forces him to confront deadly obstacles and secure their escape while grappling with past trauma.","3","Hot and sexy","Deborah Caprioglio is one sexy mumma but some of her other films like Paprika were a little tongue in cheek with any pretence of a sexy scene killed off by intrusive cheesy music.I first saw this film about 12 years and it remained in my mind for a long time due to it's unbelievably sexy content both in the style (voyeuristic elements) and the raw sexual attraction of the lead ie Deborah.It's a softcore production but I prefer these. More emphasis is placed on generating an erotic tone and the naturally voluptuous figure of Ms Caprioglio just smolders through the screen.The DVD is only in Italian, which I don't speak, so I can't comment on the story but it's a well made production and definitely worth buying if you are a fan of Deborah.","https://m.media-amazon.com/images/M/MV5BNjM4ODE2YmMtOGJkZS00M2IwLTk3N2MtZDk2ZTM5NjY5MTZmXkEyXkFqcGdeQXVyMTEyMDcwNw@@._V1_UY209_CR3,0,140,209_AL_.jpg"
"Mutants of Nature Cove","2023.0","","88.0","Horror","","","Beau Mann","Geneva Robinson, Lucy Diamante, LL Elly, Penelope James","","Party girls take shy Beth to nude beach with secluded Mutants causing hallucinations. Mysterious woman chants spells, Mutants attack. Beth plans to send soul-stealing Mutants back to hell permanently.","0","","","https://m.media-amazon.com/images/M/MV5BNjRmYjkwOTYtYzM3Zi00ZWZkLWI1YmMtMWZkZDJmNTI1YTk1XkEyXkFqcGdeQXVyODQzNDExNTc@._V1_UY209_CR8,0,140,209_AL_.jpg"
"The Loss of Sexual Innocence","2023.0","R","106.0","Drama","5.4","42.0","Mike Figgis","Julian Sands, Saffron Burrows, Stefano Dionisi, Kelly Macdonald","3,389","Nic's life in glimpses at ages 5, 12, 16 and later film director and husband/dad.","67","Mike Figgis' rich and powerful allegorical film challenges conventional cinema","This is not a film for someone who wants to ""sit back"" and be mindlessly entertained.  It is a challenge to watch and an even bigger challenge to decipher.  However, this film is such a demonstration of where film can go (beyond a linear storyline and literal constructions).  It is patient and relaxed in its pace, is free to navigate through time and place.  At first glance it appears to be a random compilation of shorts, but it really is a powerful interconnection of dreams, memories, archetypes, and life.  What is most admirable about this film, though, is its confidence in its imagery (some of which is extremely powerful) and its minimal dialogue.  This is not a film that ""spoon feeds"" theme and gives us chatterbox characters to walk us through what is happening. To be honest, I have seen the film three times and still am not sure about what is happening at every point, but it does leave room for personal meaning that makes it priceless and so rich. How many films can it be said of that even after a third viewing you have not even begun to realize its full meaning?  There is much more said in the silence of ""Loss of Sexual Innocence"" that is ever said in any of its verbose contemporaries.","https://m.media-amazon.com/images/M/MV5BOTcwMjgwY2QtZjdiYi00MjcyLThhMTYtZjIwMTlhYjAxZDUzXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_UY209_CR0,0,140,209_AL_.jpg"
"My Sailor, My Love","2023.0","","103.0","Drama","7.1","61.0","Klaus HÃÂ¤rÃÂ¶","James Cosmo, Brid Brennan, Catherine Walker, Nora-Jane Noone","1,017","A retired sea captain and his daughter must reassess their strained relationship after he begins a new romance with a widowed housekeeper.","13","A Smart Romantic Drama That Avoids Being Sappy","When a retired, curmudgeonly, self-centered Irish sea captain has trouble caring for himself, his overprotective, controlling daughter hires a new housekeeper to tend to his needs, a move the fiercely independent protagonist initially resents. However, before long, the once-tentative relationship blossoms into something more substantial, a move the skipper's daughter questions and grows to resent. So how will this fundamental dilemma be resolved? That's the central question raised in director Klaus HÃÂ¤rÃÂ¶'s latest effort, a well-crafted, if occasionally predictable, romantic drama reminiscent of the similarly themed ""Nobody Has to Know"" (2021). Set against the sweeping Irish seacoast, this beautifully photographed backdrop provides the perfect stage for this heartfelt saga, one that verges on a tearjerker at times but never slides into a sappy, melodramatic, manipulative hanky fest. In large part this is due to the restrained but powerful performances of James Cosmo and Brid Brennan, who keep their characters real without becoming sentimental, histrionic caricatures. Add to this a finely polished soundtrack, and you've got a quality cinematic offering that deserves a look for a variety of reasons.","https://m.media-amazon.com/images/M/MV5BOThhZTA5ZDItY2VlMy00NDNjLTlmZjQtMDJjOGIzZTlkZTE4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Banlieue 13","2023.0","UA 16+","84.0","Action, Crime, Sci-Fi","7.1","70.0","Pierre Morel","Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri","73,966","In the ghettos of Paris in 2010, an undercover cop and an ex-thug try to infiltrate a gang in order to defuse a neutron bomb.","139","GREAT action movie","People people people...anyone expecting Citizen Kane out of this movie needs to have their head examined. BUT...if you were looking for a thrilling, fast paced roller-coaster, that's what you will find.For the past year, I have been seeking out alternatives to American cinema because it has become so formulaic and awful. I troll IMDb and eBay to see what else is happening in the world. Sure, B13 is derivative, but it is certainly more exciting than another ""re-imagining"" of a 70s cop show.The opening sequence took my breath away. I was half-way through the film before I felt it was sage to dart to the kitchen for a drink. I said to my wife ""THIS is the movie I've been searching for."" Even the subtitles were good. The verbiage and spelling were very authentic and slang-conversational. It did not feel forced as many foreign films do. It was definitely subbed with the British market in mind, as some of the banter evoked thoughts of Lock, Stock or Layer Cake or Football Factory.If I want a truly compelling story, I'll look elsewhere, but check out B13 for the some great fight scenes, excellent scenery and mind-blowing athleticism.","https://m.media-amazon.com/images/M/MV5BM2U4YmU4NWYtYzZkOC00MTY5LThjMzMtZDQ3ZTMzMTM0ODg2XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY209_CR5,0,140,209_AL_.jpg"
"Brian Banks","2023.0","PG-13","99.0","Biography, Drama, Sport","7.2","58.0","Tom Shadyac","Aldis Hodge, Greg Kinnear, Sherri Shepherd, Melanie Liburd","9,274","A football player's dreams to play in the NFL are halted when he is wrongly convicted and sent to prison. Years later, he fights to clear his name within an unjust system.","60","Wow! Eyes Wide Open","Just saw the latest superhero movie tonight. Although it was not advertised as one. I am talking the new movie Brian Banks. Don't get me wrong-I enjoy superhero movies and even attended Comic Con when I used to be able to afford it. Tonight, was a great reminder that we are the true superhero's with comics mimicking how sensational we can be as humans when we rise above injustice. Brian Banks is played outstandingly by actor Aldis Hodge who is amazingly convincing as Banks. Actress Sherri Shepard plays the role as Banks mother, who is everything one could want as a loving and protective mother. Greg Kinnear as the attorney Justin Brooks provides the right touch of truth about our judicial system, while exuding gut-wrenching care to this heartfelt classic hopeful. This movie is as compelling as The Blind Side-another based on true events story. Except you get blind-sided in a different way. As uncomfortable as this movie makes you feel, due to its disgusting unfairness faced by Brian Banks. You can't help but feel sorrow for what must be missing inside someone propelled to tell such sickening lies on the innocent-played perfectly by actress Xosha Roquemore as the accuser Kennisha Rice. This movie made me mad, cry and grateful for the freedom and life that I have. Test yourself, see how feel when you come out. All I can say is Wow, my eyes are now wide open.","https://m.media-amazon.com/images/M/MV5BOGI4NGRlNjEtZDUwOC00ZmRkLWI1ZTgtOGZmMTk3MzQ0ODVhXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UY209_CR0,0,140,209_AL_.jpg"
"Sardar Udham","2023.0","UA 13+","164.0","Biography, Crime, Drama","8.4","","Shoojit Sircar","Vicky Kaushal, Shaun Scott, Stephen Hogan, Amol Parashar","47,345","A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.","896","CAN'T Review.","After watching the brutal and heart-wrenching visuals of Jallianwala Bagh Massacre, I can't review this film. And yes, India is yet to receive an official apology from the British Government for the same.That's it.Available on Amazon Prime Video.","https://m.media-amazon.com/images/M/MV5BZGFhNTYwZmMtNzk4Ny00MTExLThjMWUtNjYzMTEwZjEzMWQ3XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_UY209_CR13,0,140,209_AL_.jpg"
"Marooned","2023.0","","134.0","Adventure, Drama, Sci-Fi","5.9","62.0","John Sturges","Gregory Peck, Richard Crenna, David Janssen, James Franciscus","5,865","Three American astronauts are stranded in space when their retros won't fire. Can they be rescued before their oxygen runs out?","82","For the record...","...Marooned is a good movie. If you're inclined to consider when it was made, or you're old enough to remember when the idea of manned space exploration was actually exciting, you might even think it's great. The worst thing I can say is that it's certainly not fast-paced: if you're looking for a sci-fi action spectacular, this probably isn't going to be your cup of tea. The specifics are covered very well in previous users' comments (and in Roger Ebert's ***/**** review), so I won't repeat them here.There is one thing I'd like to clarify, though, if I may:Anyone looking at the user ratings and user comments should take into consideration that a (very) abbreviated version of this movie was shown on Mystery Science Theatre 3000 as ""Space Travelers."" I'm a pretty hardcore MST fan myself, and I agree that it was a funny episode. However, there's a certain type of MSTie that finds it entertaining to visit the IMDb and ""vote"" (negatively, of course) for the movies featured in their favourite episodes, with a view to knocking them down into the IMDb's ""Bottom 100"" list. Sometimes this is reasonably well-deserved: honestly, some of the worst (best) movies featured on MST3K would be indefensible in any form. Other times, particularly when the original is cut to pieces (this one lost approximately 1:15 of its 2:15 running time, while ""gaining"" some lousy incidental music and a shabby new title sequence*), I don't think it's right at all.If you want to watch an interesting, thought-provoking sci-fi drama, ""Marooned"" is a good bet. If you want to watch a funny episode of MST3K, ""Space Travelers"" (#0401) is an equally good bet. You can even watch and enjoy both, as I have. Don't let the strange mix of votes and comments here dissuade you from watching it entirely, though, because that would be a mistake. (A minor mistake, admittedly, but still -- a mistake.)--* Credit where it's due: most of this hack job was courtesy of re-distributor Film Ventures International, and not the folks at MST3K. If you come across a non-MST'd version of this movie that runs about 1:30, don't waste your time: I guarantee it'll be neither interesting _or_ funny.","https://m.media-amazon.com/images/M/MV5BYzMyNmFhMTMtNGMwMC00NjZjLTlkMzctYWYyODA2NTg3ZTk3XkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_UX140_CR0,0,140,209_AL_.jpg"
"Tesis","2023.0","R","125.0","Crime, Horror, Mystery","7.4","","Alejandro AmenÃÂ¡bar","Ana Torrent, Fele MartÃÂ­nez, Eduardo Noriega, Xabier Elorriaga","42,558","While doing a thesis about violence, ÃÂngela finds a snuff video where a girl is tortured until death. Soon she discovers that the girl was a former student in her faculty...","112","Absolute first rate thriller!","Tesis is a film about a film student writing an assignment on violence on film, which is appropriate because Tesis is itself, an assignment written by Alejandro AmenÃÂ¡bar on violence and the state of the Spanish film industry. AmenÃÂ¡bar has packed the film with nods towards the industry, and the reasons why it isn't working and this ties in excellently with the central theme of violence. The director professes that Spain's film industry will not be a success until it gives the people what it wants - and that theory in it's purest form is snuff films. Snuff films don't have any production values and exist purely to please their audience on an aesthetic level - and the snuff industry in this film is in a boom period! The idea of violence and why we find it is fascinating has made the base for many films, and it serves this one excellently too. The scene at the start sums all up; we open in a train station where someone has committed suicide. The station guards are trying to ensure that nobody sees the horror, and yet there's scores of people surrounding the tracks and AmenÃÂ¡bar makes sure that even you - the viewer - want to survey the horror for yourself.I don't know how successful Tesis was in it's native Spain, but it's certainly one of the best films to come out of the country in recent memory, and a lot of the reason for that is that the director has heeded his own advice and given the audience what they want. Rather than try and be deep and complex like many other foreign films, Tesis is a straight thriller, not unlike what would come out of America's thriving industry, and the fact that AmenÃÂ¡bar has knowingly accepted what his film is and hasn't tried to make it any more than that does it no end of favours. The film follows a relaxed pace, and the basic structure follows a mystery, which is being unravelled by two students; Angela, the one doing the thesis and Chema; someone she met because of his infamous love for violent films. The way that AmenÃÂ¡bar keeps the film flowing steadily ensures that we are really able to get into the mystery, and this makes the film far more thrilling overall. The film is about snuff films, but it shouldn't be mistaken for one itself. The focus is often kept away from violence, and the director only shows us just enough of the snuff to whet our appetites.The film's main point is to show us the mystery, but the characters are never made to take a backseat. The two central figures are given time to grow as people so that we can really get to know them, and even feel for them. In many thrillers, the characters and the mystery can't be weighed up evenly; but despite the fact that he's only a young filmmaker, AmenÃÂ¡bar has shown his brilliance by doing it to perfection. The characters actually compliment the mystery, in fact, because at times it flows because of who the characters are. This really allows the film to become compelling, and this is also where most of the true greatness lies. The characters are brought to life by a great cast of young actors. The beautiful Ana Torrent takes the lead role, and is joined by dÃÂ©butant Fele MartÃÂ­nez, who plays her opposite number. These two have an awkward chemistry, and this is capitalised on brilliantly. The third lead is played by Eduardo Noriega, who would go on to make a splash in AmenÃÂ¡bar's Open Your Eyes a year later.Tesis doesn't get mentioned all that often in discussions about great horror/thrillers - and I really have no idea why. This is a first rate film, and really shows its cast and director's talent. The Spanish film industry may be on the decline - but it wont be if they can pump out a few more films like this one!","https://m.media-amazon.com/images/M/MV5BYTNjOGMzOTgtYWVmMi00ZWYzLWI4ZDItZjRhMjU3MzBhY2UwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg"
